id_kalimat,kalimat_asli,klausa,aspect,sentiment,provider,timestamp
141,kau perbaiki jaringan kau kok nanti ol,kau perbaiki jaringan kau kok nanti ol,Stabilitas Jaringan,Negatif,Axis,2025-01-27 20:05
142,tutorial sinyal bagus bagaimana min,tutorial sinyal bagus bagaimana min,Stabilitas Jaringan,Positif,Axis,2025-04-30 14:52
143,jaringan ngelag beli paketan bisa buat internet tidak bisa,jaringan ngelag beli paketan bisa buat internet tidak bisa,Stabilitas Jaringan,Negatif,Axis,2025-03-15 18:59
144,membenarkan dong sinyal axis di daerah kecamatan batang kuis kabupaten deli serdang,membenarkan dong sinyal axis di daerah kecamatan batang kuis kabupaten deli serdang,Stabilitas Jaringan,Negatif,Axis,2025-05-01 20:03
145,beli jaringan berapa menghambat pekerjaan orang,beli jaringan berapa menghambat pekerjaan orang,Kecepatan Internet,Negatif,Axis,2025-06-13 23:23
146,signal axis bagaimana sih ini sudah 2 hari tidak bisa kerja jaringan bykan matinya,signal axis bagaimana sih ini sudah 2 hari tidak bisa kerja jaringan bykan matinya,Stabilitas Jaringan,Negatif,Axis,2025-03-08 19:05
147,woy kenapa cuma 28 hari aktif kuota tidak 30 hari,woy kenapa cuma 28 hari aktif kuota tidak 30 hari,Harga,Negatif,Axis,2025-06-12 14:01
148,sinyal bikin kesel sering hilang pas main game axis kntl,sinyal bikin kesel sering hilang pas main game axis kntl,Stabilitas Jaringan,Negatif,Axis,2025-07-11 10:53
149,jaringan oy min ngeleg banget,jaringan oy min ngeleg banget,Kecepatan Internet,Negatif,Axis,2025-12-23 17:50
150,kenapa ada masa aktif kartu pulsa ada terus masa tengang juga eh malah ada masa aktif kartu bagaimana sih sudah 6tahun memakai kartu ini dan nomer ini padahal weyy lah,kenapa ada masa aktif kartu pulsa ada terus masa tengang juga eh malah ada masa aktif kartu bagaimana sih sudah 6tahun memakai kartu ini,Harga,Negatif,Axis,2025-11-05 11:02
151,tolong buka dm uang saya hilang paket data tidak aktif,tolong buka dm uang saya hilang paket data tidak aktif,Harga,Negatif,Axis,2025-01-10 22:44
152,min ini kenapa dari kemarin ngelag lagi tidak bisa buka apa apa,min ini kenapa dari kemarin ngelag lagi tidak bisa buka apa apa,Stabilitas Jaringan,Negatif,Axis,2025-04-27 11:48
153,entot benerin sinyal kamu sibuk banget sama turnamen,entot benerin sinyal kamu sibuk banget sama turnamen,Stabilitas Jaringan,Negatif,Axis,2025-10-23 22:28
154,tolong segera diperbaiki min gue di tangsel ini sinyal cuma satu sering hilang an sudah seminggu hilang an terus sinyalnya,tolong segera diperbaiki min gue di tangsel ini sinyal cuma satu sering hilang an sudah seminggu hilang an terus sinyalnya,Stabilitas Jaringan,Negatif,Axis,2025-05-20 07:57
155,ini sinyal kenapa ya kok satu batang kadang hilang juga,ini sinyal kenapa ya kok satu batang kadang hilang juga,Stabilitas Jaringan,Negatif,Axis,2025-04-03 07:16
156,bisa beli nomor tidak min,bisa beli nomor tidak min,Layanan Pelanggan,Netral,Axis,2025-11-07 11:35
157,sinyal peler tidak jelas lah,sinyal peler tidak jelas lah,Stabilitas Jaringan,Negatif,Axis,2025-01-31 23:27
158,jaringan sudah seminggu lag tidak di benar ini kacau axis,jaringan sudah seminggu lag tidak di benar ini kacau axis,Stabilitas Jaringan,Negatif,Axis,2025-03-04 16:15
159,tidak jelas banget makin sini jaringan axis benerin kenapa jaringanya bukan malah event digedein kocak,tidak jelas banget makin sini jaringan axis benerin kenapa jaringanya bukan malah event digedein kocak,Stabilitas Jaringan,Negatif,Axis,2025-09-10 10:03
160,jaringan ya ngeleg banget oi,jaringan ya ngeleg banget oi,Stabilitas Jaringan,Negatif,Axis,2025-05-08 20:40
161,sinyal woi lag banget ini,sinyal woi lag banget ini,Stabilitas Jaringan,Negatif,Axis,2025-10-26 21:04
162,woi axis kenapa lag kayak begini sinyal dari kemarin,woi axis kenapa lag kayak begini sinyal dari kemarin,Stabilitas Jaringan,Negatif,Axis,2025-10-04 22:38
163,sinyal bagaimana sih ngelag2 mulu,sinyal bagaimana sih ngelag2 mulu,Stabilitas Jaringan,Negatif,Axis,2025-05-18 07:40
164,min ini kenapa sinyal ku tiba tiba hilang padahal padahal kemarin lancar lancar saja woi tolong segera di memperbaiki mana butuh banget lagi percuma beli,min ini kenapa sinyal ku tiba tiba hilang,Stabilitas Jaringan,Negatif,Axis,2025-09-17 14:45
165,min ini kenapa sinyal ku tiba tiba hilang padahal padahal kemarin lancar lancar saja woi tolong segera di memperbaiki mana butuh banget lagi percuma beli,padahal padahal kemarin lancar lancar saja woi tolong segera di memperbaiki mana butuh banget lagi percuma beli,Stabilitas Jaringan,Negatif,Axis,2025-01-05 16:27
166,woy blok coba komplein pelanggan kamu didenger ini masalah jaringan hilang timbul sudah hampir seminggu tidak ada perbaikan bahkan diresponpun tidak axis kamvang,woy blok coba komplein pelanggan kamu didenger ini masalah jaringan hilang timbul sudah hampir seminggu tidak ada perbaikan,Penanganan Gangguan,Negatif,Axis,2025-06-01 18:15
167,woy blok coba komplein pelanggan kamu didenger ini masalah jaringan hilang timbul sudah hampir seminggu tidak ada perbaikan bahkan diresponpun tidak axis kamvang,bahkan diresponpun tidak axis kamvang,Layanan Pelanggan,Negatif,Axis,2025-02-19 20:11
168,percumaa isi pakett kepake dkit doang krnaa gbisa buka apk apapunn,percumaa isi pakett kepake dkit doang krnaa gbisa buka apk apapunn,Kemudahan Akses Layanan,Negatif,Axis,2025-08-22 09:33
169,ngelaq banget nih hari woi,ngelaq banget nih hari woi,Stabilitas Jaringan,Negatif,Axis,2025-07-12 09:33
170,halo kak izin tanya adik saya beli perdana axis di konter dan sudah sampai 2 kali karena whatappnya jika di aktifkan ada bacaan spam dan di konter satunya malah kartunya sudah aktif tapi wanya malah punya orang lain tlong bantuannya jadi saya tetap bayar separoh sama konternya karena sudah dibuka segelnya,halo kak izin tanya adik saya beli perdana axis di konter,Layanan Pelanggan,Netral,Axis,2025-01-18 23:50
171,halo kak izin tanya adik saya beli perdana axis di konter dan sudah sampai 2 kali karena whatappnya jika di aktifkan ada bacaan spam dan di konter satunya malah kartunya sudah aktif tapi wanya malah punya orang lain tlong bantuannya jadi saya tetap bayar separoh sama konternya karena sudah dibuka segelnya,dan sudah sampai 2 kali,Layanan Pelanggan,Negatif,Axis,2025-04-17 07:24
172,halo kak izin tanya adik saya beli perdana axis di konter dan sudah sampai 2 kali karena whatappnya jika di aktifkan ada bacaan spam dan di konter satunya malah kartunya sudah aktif tapi wanya malah punya orang lain tlong bantuannya jadi saya tetap bayar separoh sama konternya karena sudah dibuka segelnya,karena whatappnya jika di aktifkan ada bacaan spam,Keamanan Layanan,Negatif,Axis,2025-09-28 22:02
173,halo kak izin tanya adik saya beli perdana axis di konter dan sudah sampai 2 kali karena whatappnya jika di aktifkan ada bacaan spam dan di konter satunya malah kartunya sudah aktif tapi wanya malah punya orang lain tlong bantuannya jadi saya tetap bayar separoh sama konternya karena sudah dibuka segelnya,dan di konter satunya malah kartunya sudah aktif,Layanan Pelanggan,Negatif,Axis,2025-05-21 19:23
174,halo kak izin tanya adik saya beli perdana axis di konter dan sudah sampai 2 kali karena whatappnya jika di aktifkan ada bacaan spam dan di konter satunya malah kartunya sudah aktif tapi wanya malah punya orang lain tlong bantuannya jadi saya tetap bayar separoh sama konternya karena sudah dibuka segelnya,tapi wanya malah punya orang lain tlong bantuannya,Keamanan Layanan,Negatif,Axis,2025-05-09 07:22
175,halo kak izin tanya adik saya beli perdana axis di konter dan sudah sampai 2 kali karena whatappnya jika di aktifkan ada bacaan spam dan di konter satunya malah kartunya sudah aktif tapi wanya malah punya orang lain tlong bantuannya jadi saya tetap bayar separoh sama konternya karena sudah dibuka segelnya,jadi saya tetap bayar separoh sama konternya,Harga,Negatif,Axis,2025-01-26 09:22
176,halo kak izin tanya adik saya beli perdana axis di konter dan sudah sampai 2 kali karena whatappnya jika di aktifkan ada bacaan spam dan di konter satunya malah kartunya sudah aktif tapi wanya malah punya orang lain tlong bantuannya jadi saya tetap bayar separoh sama konternya karena sudah dibuka segelnya,karensudah dibuka segelnya,Penanganan Gangguan,Netral,Axis,2025-06-08 10:49
177,sudah di level jadian axis tapi belum ada hadiah perpanjangan masa aktif padahal di website ya katanya bonus pasti,sudah di level jadian axis,Layanan Pelanggan,Netral,Axis,2025-01-19 17:08
178,sudah di level jadian axis tapi belum ada hadiah perpanjangan masa aktif padahal di website ya katanya bonus pasti,tapi belum ada hadiah perpanjangan masa aktif,Layanan Pelanggan,Negatif,Axis,2025-01-02 18:34
179,sudah di level jadian axis tapi belum ada hadiah perpanjangan masa aktif padahal di website ya katanya bonus pasti,di website ya katanya bonus pasti,Layanan Pelanggan,Negatif,Axis,2025-05-11 12:53
180,elah mau menonton mpl ini tolong lah signal ya sudah kayak pejabat indonesia saja masukan kgk di dengar,elah mau menonton mpl ini tolong lah signal ya sudah kayak pejabat indonesia saja masukan kgk di dengar,Stabilitas Jaringan,Negatif,Axis,2025-04-25 21:44
181,otp gue kok tidak masuk masuk,otp gue kok tidak masuk masuk,Kemudahan Akses Layanan,Negatif,Axis,2025-03-16 12:51
182,gue isi pulsa disonoh ya sudah sukses di axis pulsa ya tidak menambah konter sampai bingung,gue isi pulsa disonoh ya sudah sukses di axis pulsa ya tidak menambah konter sampai bingung,Layanan Pelanggan,Negatif,Axis,2025-12-05 09:45
183,tidak ada angin tidak ada hujan hilang mulu,tidak ada angin tidak ada hujan hilang mulu,Stabilitas Jaringan,Negatif,Axis,2025-05-25 21:02
184,pindah saja ke sebelah lebih lancar ini merugikan doang,pindah saja ke sebelah lebih lancar ini merugikan doang,Stabilitas Jaringan,Negatif,Axis,2025-07-10 13:02
185,woi sinyal gue hilang mulu,woi sinyal gue hilang mulu,Stabilitas Jaringan,Negatif,Axis,2025-11-26 13:56
186,beli paket sudah 3hari belum masuk,beli paket sudah 3hari belum masuk,Layanan Pelanggan,Negatif,Axis,2025-03-02 17:59
187,woy lag gua beli kuota mahal cokk,woy lag gua beli kuota mahal cokk,Harga,Negatif,Axis,2025-01-10 23:25
188,wooy sinyal tidak ada woy,wooy sinyal tidak ada woy,Stabilitas Jaringan,Negatif,Axis,2025-05-27 22:16
189,tiba tiba mati anjing jaringan,tiba tiba mati anjing jaringan,Stabilitas Jaringan,Negatif,Axis,2025-09-02 13:18
190,sinyal hilang mulu tidak jelas banget bikin kesel,sinyal hilang mulu tidak jelas banget bikin kesel,Stabilitas Jaringan,Negatif,Axis,2025-07-12 08:55
191,axis xl saya isi kuota sinyal malah hilang jakarta barat,axis xl saya isi kuota sinyal malah hilang jakarta barat,Stabilitas Jaringan,Negatif,Axis,2025-04-21 17:17
192,kualitas sinyal tuh benerin dulu woi,kualitas sinyal tuh benerin dulu woi,Stabilitas Jaringan,Negatif,Axis,2025-07-04 18:27
193,hari hari ngelag terus provider kikir,hari hari ngelag terus provider kikir,Stabilitas Jaringan,Negatif,Axis,2025-09-29 19:47
194,jangan pansos mulu min perluas jaringannya kayak provider sebelah,jangan pansos mulu min perluas jaringannya kayak provider sebelah,Stabilitas Jaringan,Negatif,Axis,2025-11-15 19:21
195,harus ada perkembangan dong jaringan ya masa kouta dinaikin terus jaringan ya malah mampus begini,harus ada perkembangan dong jaringan ya masa kouta dinaikin terus jaringan ya malah mampus begini,Stabilitas Jaringan,Negatif,Axis,2025-10-06 22:44
196,tolong jaringan ya diperbaiki lagi masa main ml jaringan ya ngelag terus hadeuhh,tolong jaringan ya diperbaiki lagi masa main ml jaringan ya ngelag terus hadeuhh,Stabilitas Jaringan,Negatif,Axis,2025-12-16 18:59
197,minn ini trouble mulu kenapa minn,minn ini trouble mulu kenapa minn,Stabilitas Jaringan,Negatif,Axis,2025-03-26 23:17
198,kartu apa ini 4g tapi lag lawak lawak,kartu apa ini 4g,Kecepatan Internet,Negatif,Axis,2025-09-26 09:46
199,kartu apa ini 4g tapi lag lawak lawak,tapi lag lawak lawak,Kecepatan Internet,Negatif,Axis,2025-01-14 09:27
893,tidak usah mansion mansion bisa lancar saja sudah bagus banget mati teros,tidak usah mansion mansion bisa lancar saja sudah bagus banget mati teros,Penanganan Gangguan,Netral,Biznet,2025-10-20 12:34
894,internet di rumah saya mati dari kemarin info ya akan ada teknisi yang akan menghubungi sampai sekarang juga tidak ada kalau memang kurang orang ya tambah jangan pelanggan di suruh tunggu tanpa kejelasan bad service,internet di rumah saya mati dari kemarin info ya akan ada teknisi yang akan menghubungi sampai sekarang juga tidak ada kalau memang kurang orang ya tambah jangan pelanggan di suruh tunggu tanpa kejelasan bad service,Penanganan Gangguan,Negatif,Biznet,2025-08-10 17:06
895,14 hari tidak ada koneksi di modernland menyala biznet cuma dilaporkan ke pihak terkait begitu saja terus sampai natalan,14 hari hindi ada koneksi di modernland menyala biznet cuma dilaporkan ke pihak terkait begitu saja terus sampai natalan,Penanganan Gangguan,Negatif,Biznet,2025-12-03 17:42
896,internet mati dari smlm sampai sekarang masih belum bisa,internet mati dari smlm sampai sekarang masih belum bisa,Stabilitas Jaringan,Negatif,Biznet,2025-04-10 16:28
897,kacau sudah sebulanan ini bisa 3x putus,kacau sudah sebulanan ini bisa 3x putus,Stabilitas Jaringan,Negatif,Biznet,2025-03-20 20:10
898,ayo biznet palembang ticket komplain saya tolong segera ditanggapi ini masuk hari ke 2 offline dan belum ada pihak biznet menghubungi,ayo biznet palembang ticket komplain saya tolong segera ditanggapi ini masuk hari ke 2 offline dan belum ada pihak biznet menghubungi,Layanan Pelanggan,Negatif,Biznet,2025-04-23 21:22
899,apakah saat ini sedang kendala jaringan saya ingin pemasangan dan sudah bayar tapi malah katanya kendala pemasangan dan saya sudah bayar,apakah saat ini sedang kendala jaringan saya ingin pemasangan dan sudah bayar tapi malah katanya kendala pemasangan dan saya sudah bayar,Instalasi,Negatif,Biznet,2025-10-15 08:46
900,apakah saat ini sedang kendala jaringan saya ingin pemasangan dan sudah bayar tapi malah katanya kendala pemasangan dan saya sudah bayar,tapi malah katanya kendala pemasangan dan saya sudah bayar,Instalasi,Negatif,Biznet,2025-09-28 18:39
901,kecepatan biznet sekarang payah awal pakai masih bisa 50 mbps max sekarang malah di bawah 20 mbps giliran komplen ke cs katanya jaringan baik2 saja bingung entah mau komplen ke mana lagi hadeh,kecepatan biznet sekarang payah awal pakai masih bisa 50 mbps max sekarang malah di bawah 20 mbps giliran komplen ke cs katanya jaringan baik2 saja bingung entah mau komplen ke mana lagi hadeh,Kecepatan Internet,Negatif,Biznet,2025-05-14 15:40
902,ini biznet kok tidak ada internet terus ya astaga,ini biznet kok tidak ada internet terus ya astaga,Stabilitas Jaringan,Negatif,Biznet,2025-08-26 08:04
903,gangguan woy tidak bisa dipakai,gangguan woy tidak bisa dipakai,Stabilitas Jaringan,Negatif,Biznet,2025-12-22 19:23
904,duh biznet jelek banget sih sinyalnya ini sudah 4 hari loh tidak bisa dipakai samsek kalau ada kendala tuh langsung ditangani cepat begitu loh merugikan banget,duh biznet jelek banget sih sinyalnya ini sudah 4 hari loh tidak bisa dipakai samsek kalau ada kendala tuh langsung ditangani cepat begitu loh merugikan banget,Stabilitas Jaringan,Negatif,Biznet,2025-04-17 12:01
905,untuk pemasangan baru chat kemana ya min saya chat kontak yang tersedia di web tidak ada response lagi untuk wilayah kabupaten bogor,untuk pemasangan baru chat kemana ya min saya chat kontak yang tersedia di web tidak ada response lagi untuk wilayah kabupaten bogor,Layanan Pelanggan,Negatif,Biznet,2025-02-05 21:02
906,buat pelanggan lama bagaimana kak dapat akeses vidio juga tidak,buat pelanggan lama bagaimana kak dapat akeses vidio juga tidak,Kemudahan Akses Layanan,Negatif,Biznet,2025-09-05 09:15
907,info pemasangan kak area tanimulya bandung barat,info pemasangan kak area tanimulya bandung barat,Instalasi,Netral,Biznet,2025-03-25 18:23
908,info pemasangan baru di wsb,info pemasangan baru di wsb,Instalasi,Netral,Biznet,2025-06-13 08:38
909,tadi pas mau beli jajan tiba ada yang nawarij biznet biar wifi makin lancar,tadi pas mau beli jajan tiba ada yang nawarij biznet biar wifi makin lancar,Kecepatan Internet,Positif,Biznet,2025-11-05 21:23
910,info pemasangan baru kak area kota balikapapan,info pemasangan baru kak area kota balikapapan,Instalasi,Netral,Biznet,2025-04-12 21:48
911,sumpah biznet cipete jaksel mati truzz kenapa sih giliran bayar tidak boleh telat,sumpah biznet cipete jaksel mati truzz kenapa sih giliran bayar tidak boleh telat,Harga,Negatif,Biznet,2025-10-03 11:33
912,rekomendasi internet biznet kenapa karena di bulan 10 ada kali 6x internet mati karena infrastrukture giliran bayar internet tidak boleh terlambat mohon perbaiki daerah kalideres dan dipikirkan yang mau daftar biznet,rekomendasi internet biznet kenapa karena di bulan 10 ada kali 6x internet mati,Stabilitas Jaringan,Negatif,Biznet,2025-10-12 19:20
913,rekomendasi internet biznet kenapa karena di bulan 10 ada kali 6x internet mati karena infrastrukture giliran bayar internet tidak boleh terlambat mohon perbaiki daerah kalideres dan dipikirkan yang mau daftar biznet,karena infrastrukture giliran bayar internet tidak boleh terlambat mohon perbaiki daerah kalideres dan dipikirkan yang mau daftar biznet,Harga,Negatif,Biznet,2025-11-21 15:15
914,kapok pakai provider ini sumpah ada saja masalahnya,kapok pakai provider ini sumpah ada saja masalahnya,Layanan Pelanggan,Negatif,Biznet,2025-07-31 10:01
915,info pemasangan baru untuk daerah pakuhaji cimahi,info pemasangan baru untuk daerah pakuhaji cimahi,Instalasi,Netral,Biznet,2025-01-24 12:31
916,baru kali ini pakai internet penggunan wifi hanya bisa di dekat modem dengan jarak 3 4 meter mengapai pasang wifi kalau tidak bisa jauh jangkauan ya mana sudah keburu bayar 1 tahun lagi harus apa nih saya biznet coba berikan solusi jangan balasan template terus di layanan biznet home care,baru kali ini pakai internet penggunan wifi hanya bisa di dekat modem dengan jarak 3 4 meter mengapai pasang wifi kalau tidak bisa jauh jangkauan ya mana sudah keburu bayar 1 tahun lagi harus apa nih saya biznet coba berikan solusi jangan balasan template terus di layanan biznet home care,Kecepatan Internet,Negatif,Biznet,2025-01-17 19:58
917,min mau tanya dong dirumah saya awal masang ada sinyal 5g ya sekarang kok cuma 4g saja ya,min mau tanya dong dirumah saya awal masang ada sinyal 5g ya sekarang kok cuma 4g saja ya,Stabilitas Jaringan,Negatif,Biznet,2025-03-18 10:16
918,mau order pemasangan via online min caranya bagaimana,mau order pemasangan via online min caranya bagaimana,Instalasi,Netral,Biznet,2025-01-25 15:45
